Departure,Arrival,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a
EWR,STL,20-Apr,10,90,90,100,0,0,4,2.39,13.8,4.2,1.4,2.21,0,0
EWR,TEB,20-Apr,3,66.67,66.67,66.67,0,0,33.33,1.13,13.33,34.33,3,0,2.33,32.33
EWR,TPA,20-Apr,24,95.83,95.83,100,0,0,1.04,0.67,12.75,1.75,0.63,0.87,0.63,0.08
FLL,ATL,20-Apr,184,97.83,97.83,98.37,0,0,1.09,0.75,11.99,1.04,0.12,0.57,1.3,1.16
FLL,AUS,20-Apr,18,94.44,94.44,88.89,0,0,2.39,0.68,10.67,1.78,0.78,2.4,1.33,3
FLL,BDL,20-Apr,39,92.31,92.31,97.44,0,0,2.23,1.47,12.59,2.74,1.05,0.91,0.95,1.33
FLL,BHM,20-Apr,1,0,0,0,0,0,40,0,11,38,0,0,0,36
FLL,BNA,20-Apr,52,100,98.08,98.08,0,0,0.15,1.73,11.6,0.98,0.79,0.89,1.08,0.62
FLL,BOS,20-Apr,90,94.44,95.56,100,0,0,2.07,0.48,11.51,1.69,0.26,2,0.18,0.33
FLL,BUF,20-Apr,15,93.33,93.33,93.33,0,0,2,1.35,10.6,2.53,2.53,0,0.4,1.6
FLL,BWI,20-Apr,123,95.12,94.31,95.93,0,0,1.8,1.1,10.93,2.19,0.85,1.43,0.82,1.83
FLL,CLE,20-Apr,26,96.15,96.15,96.15,0,0,1.62,0.28,11.31,1.5,0.19,1.22,0,1.23
FLL,CLT,20-Apr,89,98.88,98.88,98.88,0,0,2.58,0.25,11.15,2.55,1.57,1.09,0.03,2.17
FLL,CVG,20-Apr,6,100,100,100,0,0,1.67,1.22,12.33,0.67,0,1.33,3.17,2.67
FLL,DAL,20-Apr,46,95.65,95.65,95.65,0,0,2.87,1.6,11,3.52,1.3,0.49,2.28,3.33
FLL,DCA,20-Apr,61,95.08,95.08,95.08,0,0,2.8,1.2,11.69,3.21,0.46,0.11,0.11,2.33
FLL,DEN,20-Apr,69,98.55,97.1,97.1,0,0,1.94,1.67,11.99,2.46,1.7,0.58,2.77,2.88
FLL,DFW,20-Apr,77,93.51,93.51,94.81,0,0,2.79,0.52,11.77,2.65,1.25,4.95,1.61,2.08
FLL,DTW,20-Apr,56,100,100,96.43,0,0,0.32,0.28,10.95,0.14,0.36,0.97,3.38,1.66
FLL,EWR,20-Apr,50,92,92,100,0,0,2.88,0.73,12.28,2.78,0.04,0.81,0,0.42
FLL,HOU,20-Apr,58,93.1,91.38,93.1,0,0,2.05,1.34,10.95,2.33,1.26,0.42,1.78,2.59
FLL,HPN,20-Apr,11,81.82,81.82,81.82,0,0,7.55,0.71,13.91,7.55,0.55,0.71,0.82,6.91
FLL,IAD,20-Apr,18,100,100,100,0,0,0.67,1.2,13.67,0.5,0.22,0.17,0.17,0.17
FLL,IAH,20-Apr,52,96.15,96.15,96.15,0,0,1.37,0.4,10.96,1.31,1.4,1.35,0.9,1.04
FLL,IND,20-Apr,22,100,100,100,0,0,0,0.67,10.55,0,0,0.69,1.09,0.55
FLL,JAX,20-Apr,9,100,100,100,0,0,0,0.13,12.11,0,0.67,0.28,0.22,0
FLL,JFK,20-Apr,65,90.77,90.77,98.46,0,0,2.54,0.88,13.17,2.82,1.34,0.24,1.43,1.05
FLL,LAS,20-Apr,11,100,100,100,0,0,0.09,0.71,10.73,0,0.36,2.4,3.55,1.27
FLL,LAX,20-Apr,34,91.18,94.12,91.18,0,0,2.53,1.67,13.97,2.47,2.47,0.44,3.94,3.38
FLL,LGA,20-Apr,12,91.67,91.67,100,0,0,3.33,1.48,13.5,3.17,0.17,0.22,0.42,0.5
FLL,MCI,20-Apr,9,100,100,100,0,0,0,1.62,12.11,0.44,1.67,0.41,2,0.33
FLL,MCO,20-Apr,54,96.3,94.44,96.3,0,0,1.76,0.99,11.26,2,0.02,1.28,0.02,1.39
FLL,MDW,20-Apr,97,98.97,98.97,100,0,0,0.34,1.32,10.87,0.48,0.16,1.35,0.34,0.06
FLL,MEM,20-Apr,2,100,100,100,0,0,0,0,9.5,0,0,0.15,0,0
FLL,MIA,20-Apr,1,0,0,0,0,0,44,0,10,41,2,0,0,43
FLL,MKE,20-Apr,15,100,100,100,0,0,0.4,1.33,11.27,0.6,1.73,0.41,2.73,1.8
FLL,MSP,20-Apr,28,92.86,92.86,92.86,0,0,3.93,0.27,11.54,3.61,1.46,0.66,1.82,2.89
FLL,MSY,20-Apr,70,94.29,94.29,92.86,0,0,3.43,0.99,11.14,3.5,2.37,0.93,2.91,4.74
FLL,OAK,20-Apr,4,75,75,75,0,0,7.75,0.28,11.75,7.5,2.5,1.25,11,13.75
FLL,ORD,20-Apr,78,100,98.72,98.72,0,0,0.06,0.67,11.79,0.31,0.12,2.76,0.85,0.41
FLL,PBI,20-Apr,4,50,50,50,0,0,9.75,2.32,15,12,3.5,0.15,4,13.75
FLL,PHL,20-Apr,112,96.43,96.43,95.54,0,0,2.92,0.64,11.23,2.82,1.05,1.75,0.41,1.72
FLL,PHX,20-Apr,13,100,100,76.92,0,0,0.69,2.46,12.31,1.38,1.46,0.12,9.15,6.69
FLL,PIT,20-Apr,41,92.68,92.68,95.12,0,0,3.66,1.15,10.93,3.56,0.12,0.93,0.39,2.98
FLL,PVD,20-Apr,18,100,100,100,0,0,0.72,0.85,10.44,0.5,0.89,0.2,0,0
FLL,RDU,20-Apr,43,93.02,90.7,93.02,0,0,2.93,1.08,12,2.93,0.14,2.51,0.53,2.23
FLL,SAT,20-Apr,8,100,100,100,0,0,0,3.28,13.63,0.88,0.5,0.18,2.63,0.63
FLL,SDF,20-Apr,3,100,100,100,0,0,0,1.23,11.67,0,0.33,0.7,0,0
FLL,SEA,20-Apr,20,100,100,100,0,0,0.25,2.42,14.45,0.8,1.15,0.83,3.05,0.4
FLL,SFO,20-Apr,19,89.47,89.47,94.74,0,0,5.37,1.15,13.42,5.79,1.47,0.81,1.32,3.42
FLL,SJU,20-Apr,107,95.33,95.33,97.2,0,0,2.99,1.06,11.68,3.07,0.5,2.73,0.32,2.39
FLL,STL,20-Apr,36,100,100,97.22,0,0,0.08,1.88,11.81,0.75,1.03,0.87,3.94,1.53
FLL,SWF,20-Apr,1,100,100,100,0,0,0,0,12,0,0,0,0,0
FLL,TEB,20-Apr,6,16.67,16.67,16.67,0,0,33.83,0.35,11.5,32.33,11.83,0,9.5,43.83
FLL,TPA,20-Apr,42,92.86,92.86,95.24,0,0,1.88,0.88,11.14,1.71,0.5,0.73,0.02,1.31
FLL,VNY,20-Apr,3,0,0,0,0,0,82.33,0.37,11.67,81,4,0,2.67,82.67
GYY,ANC,20-Apr,1,0,0,0,0,0,79,0,11,79,0,0.2,0,77
GYY,CLE,20-Apr,4,50,50,50,0,0,37.75,0,10.5,37.25,6.75,1.1,6.75,41
GYY,DAL,20-Apr,1,0,0,0,0,0,43,0,10,42,0,2.3,0,40
GYY,IAD,20-Apr,1,100,100,100,0,0,0,9.5,21,10,0,0,0,0
GYY,MDW,20-Apr,2,50,50,50,0,0,10,0,11,10,4,0.5,3.5,11
HNL,BWI,20-Apr,1,0,0,0,0,0,26,2.4,14,28,0,0,0,18
HNL,DEN,20-Apr,2,100,100,100,0,0,0.5,7.3,22.5,6.5,0,1.1,0,0
HNL,DFW,20-Apr,1,100,100,100,0,0,0,6.4,18,6,0,3.8,1,4
HNL,DTW,20-Apr,2,50,0,0,0,0,19,7.6,23,24,2,2.9,8,26.5
HNL,IAH,20-Apr,6,100,66.67,83.33,0,0,3.83,6,20,9,2,2.83,1.5,5
HNL,LAX,20-Apr,139,92.81,93.53,95.68,0,0,1.98,2.87,15.94,2.53,1.08,1.18,0.29,1.49
HNL,OAK,20-Apr,60,91.67,91.67,96.67,0,0,2.48,1.21,11.68,2.82,2.27,0.36,0.15,1.62
HNL,OGG,20-Apr,374,93.32,93.32,94.39,0,0,1.7,1.94,12.42,2.61,0.38,0.32,0.51,1.85
HNL,ONT,20-Apr,30,86.67,86.67,86.67,0,0,5.53,0.43,11.5,5.8,2.27,0.73,2.53,6.3
HNL,ORD,20-Apr,7,100,100,100,0,0,0,2,16.43,0.29,1.14,1.43,0,0.29
HNL,SEA,20-Apr,59,89.83,89.83,91.53,0,0,4.08,3.24,18.93,5.41,0.41,0.75,2.83,2.58
HNL,SFO,20-Apr,64,93.75,92.19,93.75,0,0,2.53,3.95,16.39,3.75,2.06,1.86,0.52,2.13
HNL,SJC,20-Apr,3,100,100,100,0,0,0,5.4,17,0.67,1.67,0.53,0,0
HNL,SLC,20-Apr,1,100,100,0,0,0,12,0,15,9,7,0,4,16
HNL,SMF,20-Apr,4,100,100,100,0,0,0,2.65,14.25,0,1.25,0.1,0,0
HOU,ABQ,20-Apr,38,92.11,92.11,97.37,0,0,1.84,0.99,7.89,2.16,0.61,0.24,2.53,2.21
HOU,ATL,20-Apr,129,96.9,96.12,98.45,0,0,1.43,0.86,8.63,1.65,0.24,0.53,0.05,0.93
HOU,AUS,20-Apr,67,94.03,94.03,95.52,0,0,4.34,1.03,7.91,4.69,0.06,0.8,0.43,4.13
HOU,BHM,20-Apr,30,96.67,96.67,100,0,0,0.83,1.25,8.23,1.03,2.33,0.02,0.8,0.43
HOU,BNA,20-Apr,36,100,100,100,0,0,0.28,1.46,8.5,0.86,1.03,0.67,0.36,0.31
HOU,BOS,20-Apr,23,82.61,82.61,95.65,0,0,7.39,1.92,9.04,8,3.65,1.55,1.17,5.04
HOU,BUR,20-Apr,4,100,100,100,0,0,0,1.63,8,1,8.75,0.18,2.75,1.5
HOU,BWI,20-Apr,76,93.42,93.42,94.74,0,0,2.54,0.78,7.71,2.89,0.79,0.64,0.43,1.78
HOU,CLT,20-Apr,16,87.5,87.5,87.5,0,0,3.69,0.2,6.88,3.69,2.25,2.22,1.19,4.38
HOU,DAL,20-Apr,169,92.31,92.31,95.27,0,0,3.12,1.25,8.2,3.93,2.17,0.38,0.59,2.76
HOU,DCA,20-Apr,49,97.96,97.96,100,0,0,0.82,1,7.71,0.84,1.88,1.51,0.1,0
HOU,DEN,20-Apr,90,95.56,95.56,96.67,0,0,1.37,0.87,7.79,1.79,2.66,0.18,0.26,1.07
HOU,DFW,20-Apr,5,100,100,80,0,0,0,3.6,11.4,1.4,3.6,3.08,2.4,4
HOU,FLL,20-Apr,42,100,100,100,0,0,0.45,1.11,8.24,1.05,2.14,0.96,0.36,0.29
HOU,IAH,20-Apr,3,100,100,66.67,0,0,3.33,1.07,8.33,4.33,5,1.67,7,8.67
HOU,IND,20-Apr,15,100,100,100,0,0,0.2,0.53,7.47,0.4,4.13,0.71,0,0
HOU,JAX,20-Apr,24,95.83,95.83,100,0,0,0.71,1.73,8.63,1.33,1.88,0.81,0.29,0.71
HOU,LAS,20-Apr,62,98.39,98.39,96.77,0,0,0.94,1,7.85,1.26,0.73,0.19,1.61,1.53
HOU,LAX,20-Apr,66,83.33,80.3,86.36,0,0,4.74,1.68,8.79,5.91,1.92,0.12,2.73,4.8
HOU,LGA,20-Apr,29,93.1,93.1,96.55,0,0,3.9,0.98,7.9,4.24,2.76,2.19,0.21,1.97
HOU,MCI,20-Apr,37,97.3,97.3,97.3,0,0,1.49,1.22,8.19,1.65,2.3,0.33,0,0.62
HOU,MCO,20-Apr,82,98.78,98.78,100,0,0,0.6,1.07,8.1,0.88,0.59,0.79,0,0
HOU,MDW,20-Apr,94,97.87,95.74,94.68,0,0,1.23,1.23,8.15,1.84,4.54,0.31,0.93,1.45
HOU,MEM,20-Apr,18,94.44,94.44,94.44,0,0,1.22,1.25,8.28,1.83,3.44,0.57,0.22,1
HOU,MKE,20-Apr,4,100,100,100,0,0,0,1.38,8.75,0,2.75,1.35,0,0
HOU,MSY,20-Apr,45,95.56,97.78,100,0,0,0.93,1.49,8.62,1.38,1.2,0.73,0.47,0.33
HOU,OAK,20-Apr,20,100,100,100,0,0,0.7,1.45,8.6,1.5,1.4,1.23,2.65,2.05
HOU,OMA,20-Apr,10,90,90,90,0,0,5.7,1.62,8.7,6,2,0.5,0.9,6.5
HOU,PBI,20-Apr,1,0,0,0,0,0,60,0,7,59,0,0.2,0,55
HOU,PHL,20-Apr,1,100,100,0,0,0,0,5.2,13,5,7,0.5,12,15
HOU,PHX,20-Apr,60,95,93.33,91.67,1,57,2.7,1.38,8.32,3.2,0.52,0.11,4.65,4.67
HOU,PIT,20-Apr,24,100,100,100,0,0,0.04,1.9,9.04,0.63,2.25,0.6,0.04,0.04
HOU,RDU,20-Apr,24,100,100,100,0,0,0.92,0.75,7.58,0.92,2.25,1.07,0.04,0
HOU,RSW,20-Apr,2,100,100,100,0,0,0,2.1,9.5,2,4,0,2,4
HOU,SAN,20-Apr,27,96.3,96.3,96.3,0,0,1.11,0.89,7.59,1.07,3.07,0.27,3.15,2.59
HOU,SAT,20-Apr,72,97.22,95.83,94.44,0,0,1.81,1.61,8.42,2.61,0.79,0.26,1.06,2.88
HOU,SDF,20-Apr,15,100,100,100,0,0,0,1.08,8,0.53,1.67,0.07,0.07,0.47
HOU,SJC,20-Apr,11,100,100,100,0,0,0.09,0.73,7.64,0.27,0.36,0.8,0,0
HOU,SJU,20-Apr,15,100,100,100,0,0,0,0.77,7.53,0.07,1,0.3,0,0
HOU,SLC,20-Apr,4,100,100,100,0,0,0,0.75,7.5,0.75,0,0,0.75,0.75
HOU,SNA,20-Apr,5,40,40,40,0,0,30.2,0.04,7.2,29.8,0.4,0.2,1.6,26.4
HOU,STL,20-Apr,32,96.88,96.88,96.88,0,0,1.75,1.34,8.47,2.19,0.25,0.3,0,0.66
HOU,TPA,20-Apr,39,94.87,94.87,97.44,0,0,3.38,0.69,7.51,3.36,0.08,0.39,0,2.51
HOU,VNY,20-Apr,1,0,0,0,0,0,53,0,7,52,16,0,13,66
HPN,ATL,20-Apr,10,90,90,90,0,0,2.5,1.52,11.1,3.1,0.6,0,0.9,3.4
HPN,BOS,20-Apr,1,100,100,100,0,0,0,8.7,19,9,1,0,1,9
HPN,BWI,20-Apr,2,0,0,0,0,0,18.5,0,9.5,18,1.5,0,0,18
HPN,CVG,20-Apr,1,100,100,100,0,0,0,0,10,0,14,0,10,0
HPN,DAL,20-Apr,1,100,100,100,0,0,0,0,10,0,0,0.3,0,0
HPN,DTW,20-Apr,2,100,100,100,0,0,0,0,9.5,0,3.5,2.3,0,0
HPN,FLL,20-Apr,9,88.89,88.89,100,0,0,4,0.39,9.67,3.56,0,3.91,0.89,0
HPN,HOU,20-Apr,1,0,0,0,0,0,59,1.7,12,61,5,0,4,64
HPN,IAD,20-Apr,1,100,100,0,0,0,0,12.7,23,13,9,0,10,22
HPN,JFK,20-Apr,2,100,100,100,0,0,5,1.75,11.5,6,0,0,0,2
HPN,MCO,20-Apr,11,90.91,90.91,100,0,0,2.36,0.64,8.64,1.73,0,4.96,0,0.09
HPN,MIA,20-Apr,1,0,0,0,0,0,30,0,10,30,0,0,0,29
HPN,ORD,20-Apr,4,75,75,75,0,0,14,0,9.5,14,6.5,0.43,5.5,9
HPN,PBI,20-Apr,21,85.71,85.71,85.71,0,0,7.76,0.65,10.52,7.9,0.95,0.65,1.19,8.81
HPN,PHL,20-Apr,1,100,100,100,0,0,0,3.7,14,4,0,2.5,2,6
HPN,PVD,20-Apr,1,100,100,0,0,0,0,4.7,15,5,11,0,14,16
HPN,RSW,20-Apr,10,90,90,100,0,0,2.9,1.27,10.8,3.6,0,5.58,0,0.4
HPN,SNA,20-Apr,1,0,0,0,0,0,36,1.7,12,38,0,0,2,38
HPN,STL,20-Apr,2,50,50,50,0,0,25.5,0.35,10.5,26,3,0,3,27
HPN,SWF,20-Apr,5,40,40,40,0,0,19.8,1.88,12,21.8,0,0,0,18
HPN,TEB,20-Apr,12,58.33,58.33,75,0,0,13.33,2.32,12.5,15.83,1.83,0,1.75,12.5
HPN,VNY,20-Apr,1,100,100,100,0,0,0,0,10,0,3,0,3,0
IAD,ANC,20-Apr,1,100,100,0,0,0,0,11.5,24,12,2,0.2,3,15
IAD,ATL,20-Apr,96,96.88,96.88,96.88,0,0,2.89,0.48,10.53,2.75,0.81,0.7,0.85,2.92
IAD,AUS,20-Apr,3,66.67,66.67,66.67,0,0,13.67,0.93,13,13.67,2.33,0.7,4.33,11.67
IAD,BDL,20-Apr,8,87.5,87.5,87.5,0,0,4.38,1.59,12.88,4.5,0,0.21,0,2.13
IAD,BNA,20-Apr,13,100,100,92.31,0,0,0,1.93,13.08,0.85,0.77,0.95,0.69,1.15
IAD,BOS,20-Apr,30,100,100,96.67,0,0,0.53,1.52,12.63,0.57,0.63,0.23,1.53,1.07
IAD,BUF,20-Apr,25,96,96,100,0,0,1.28,3.3,17.16,1.28,4.64,0.02,0,0.56
IAD,BWI,20-Apr,2,50,50,100,0,0,18,0.25,12.5,18.5,1.5,0.35,2.5,6
IAD,CLE,20-Apr,28,100,100,100,0,0,1.18,1.95,13.54,1.75,0.11,0.99,0.96,0.89
IAD,CLT,20-Apr,24,100,95.83,100,0,0,0.25,2.64,15.71,1.25,2.17,0.86,1.5,0.67
IAD,CVG,20-Apr,2,100,100,100,0,0,0,1.7,16,0,1.5,0.4,0,0
IAD,DAL,20-Apr,2,50,50,100,0,0,17.5,4,16.5,22,0,0,0,7.5
IAD,DEN,20-Apr,126,97.62,97.62,98.41,0,0,1.47,0.52,10.71,1.51,1.79,1.46,0.93,1.42
IAD,DFW,20-Apr,38,92.11,89.47,78.95,0,0,7,1.51,13.82,7.76,1.71,5.63,6.21,10.05
IAD,DTW,20-Apr,89,100,100,100,0,0,0.34,0.62,11.33,0.33,3.46,0.78,0.93,0.33
IAD,EWR,20-Apr,76,96.05,93.42,97.37,0,0,2.59,1.47,12.49,3.3,0.59,1.67,0.32,1.43
IAD,FLL,20-Apr,16,100,100,100,0,0,0.94,3.88,15.38,2.88,0.31,0.61,0.31,0.19
IAD,GYY,20-Apr,1,100,100,100,0,0,0,0,12,0,31,0,6,0
IAD,HNL,20-Apr,1,100,100,0,0,0,0,11.5,24,12,3,0.5,5,15
IAD,HOU,20-Apr,1,0,0,0,0,0,32,1.5,14,34,0,1.6,0,29
IAD,IAH,20-Apr,69,89.86,88.41,86.96,0,0,5.01,1.64,13.17,5.9,2.09,1.59,2.58,6.03
IAD,IND,20-Apr,26,100,100,100,0,0,0,0.48,11.58,0.08,2.08,0.51,0.5,0.31
IAD,LAS,20-Apr,8,87.5,87.5,87.5,0,0,13.88,0.24,11.38,13.63,2.63,0,2.5,11.88
IAD,LAX,20-Apr,68,94.12,92.65,94.12,0,0,4.53,2.49,13.99,5.29,2.21,0.7,1.6,4.37
IAD,MCI,20-Apr,1,0,0,0,0,0,33,0,11,32,3,0,0,33
IAD,MCO,20-Apr,50,100,100,100,0,0,0,0.82,11.52,0.14,0.42,2.46,0.38,0.02
IAD,MEM,20-Apr,1,100,100,0,0,0,0,12.5,25,13,3,4.3,9,21
IAD,MHT,20-Apr,1,0,0,0,0,0,26,0.5,13,27,0,0.9,0,25
IAD,MIA,20-Apr,11,63.64,63.64,72.73,0,0,17.91,1.07,12.55,18.55,4,0.95,3.64,18.82
IAD,MKE,20-Apr,1,100,100,100,0,0,0,12.7,27,3,11,15.5,8,0
IAD,MSP,20-Apr,30,90,90,90,0,0,3.97,0.33,11.87,3.53,4.57,0.02,3,4.53
IAD,MSY,20-Apr,9,100,88.89,88.89,0,0,0,2.41,13.67,1.67,4.22,0.4,7.11,2.89
IAD,OAK,20-Apr,1,0,0,0,0,0,46,2.5,15,49,4,0,7,54
IAD,ORD,20-Apr,86,96.51,95.35,96.51,0,0,2,1.26,12.15,2.69,0.28,1.4,0.57,1.62
IAD,PBI,20-Apr,6,66.67,50,83.33,0,0,6.33,4.5,16.83,11.17,1.33,0.33,1,8.83
IAD,PHL,20-Apr,1,100,100,100,0,0,0,7.5,20,8,0,1.5,0,7
IAD,PHX,20-Apr,7,100,100,100,0,0,0,1.07,13,0.14,1.71,0,0.43,0
IAD,PIT,20-Apr,25,100,100,100,0,0,0,0.26,11.2,0,2.44,0.82,0,0
IAD,RDU,20-Apr,20,100,100,100,0,0,0.15,2.45,14.2,0.95,0,1.29,0.2,0
IAD,RFD,20-Apr,3,100,100,100,0,0,0,0,11.33,0,2.33,0,1.33,0.67
IAD,RSW,20-Apr,32,96.88,96.88,96.88,0,0,1.81,1.83,13.03,2.53,0.66,0.13,0.38,1
IAD,SAN,20-Apr,10,100,100,100,0,0,0,0.57,11.8,0,3.5,0.76,3.1,0.9
IAD,SAT,20-Apr,8,75,75,62.5,0,0,19.38,1.65,13.38,19.13,2.38,0.8,7.75,21.63
IAD,SEA,20-Apr,35,97.14,97.14,97.14,0,0,1.11,2.35,14.23,1.8,1.54,1.48,0.46,0.71
IAD,SFO,20-Apr,64,96.88,96.88,100,0,0,0.72,1.98,13.53,1.27,1.52,1.66,0.08,0.06
IAD,SJU,20-Apr,7,57.14,57.14,71.43,0,0,13.86,3.49,15.57,17.43,0,1.94,1,13.43
IAD,SLC,20-Apr,1,100,100,100,0,0,0,0,9,0,3,0,0,0
IAD,STL,20-Apr,33,100,100,100,0,0,0,0.59,11.58,0.3,1.94,1.94,0.36,0.36
IAD,TEB,20-Apr,4,50,50,50,0,0,11.25,0.75,13,12.25,3,0,2.75,14.25
IAD,TPA,20-Apr,17,88.24,88.24,88.24,0,0,4.47,0.92,12.06,4.24,0.41,0.62,1.35,2.41
IAH,ABQ,20-Apr,14,92.86,92.86,92.86,0,0,2.14,1.86,13,2.43,1.79,0.61,0.93,1.57
IAH,ANC,20-Apr,14,78.57,64.29,85.71,0,0,9.57,4.5,16.43,14,0.07,1.41,0.29,10.14
IAH,ATL,20-Apr,99,92.93,89.9,96.97,0,0,3.08,2.48,13.02,4.26,1.49,0.77,1.04,1.98
IAH,AUS,20-Apr,18,94.44,94.44,94.44,0,0,1.78,2.13,13,2.33,1.33,4.68,2,2.44
IAH,BHM,20-Apr,27,96.3,96.3,96.3,0,0,2.89,4.56,15.33,4.67,2,4.6,1.56,4.19
IAH,BNA,20-Apr,37,89.19,89.19,94.59,0,0,4.92,3.31,14.11,6.41,5.89,0.75,0.46,2.57
IAH,BOS,20-Apr,23,95.65,91.3,100,0,0,1.43,2.57,13.43,2.22,0.26,0.64,0,0.57
IAH,BWI,20-Apr,15,100,100,100,0,0,0,1.45,12,0.93,0,0.72,0,0
IAH,CLE,20-Apr,33,100,93.94,100,0,0,0.58,5.39,16.18,2.61,3.52,0.67,0.76,0.09
IAH,CLT,20-Apr,85,100,97.65,100,0,0,0.13,2.64,13.39,1.34,3.31,1.42,0.08,0.16
IAH,CVG,20-Apr,25,96,92,96,0,0,4.6,6.01,16.76,7.8,4.4,0.12,0.28,3.92
IAH,DAL,20-Apr,1,0,0,0,0,0,24,0,12,24,4,0,4,28
IAH,DCA,20-Apr,15,100,100,100,0,0,0.53,4.71,15.8,1.47,0.73,0.18,0,0
IAH,DEN,20-Apr,122,98.36,95.08,96.72,0,0,1.52,3.96,14.7,2.81,0.93,1.24,0.78,1.39
IAH,DFW,20-Apr,172,95.93,91.28,94.77,0,0,3.51,4.85,15.86,5.55,2.67,4.8,1.48,3.91
IAH,DTW,20-Apr,106,95.28,95.28,98.11,0,0,2.08,1.49,11.93,2.48,3.98,1.3,0.28,1.23
IAH,EWR,20-Apr,63,93.65,90.48,96.83,0,0,3.35,4.21,15.19,5.16,0.35,1.82,0.02,1.95
IAH,FLL,20-Apr,47,97.87,95.74,100,0,0,0.53,1.66,12.06,0.89,0.34,1.42,0.02,0
IAH,HNL,20-Apr,5,80,80,100,0,0,3.2,1.72,13,3.4,0,2.3,0,1.8
IAH,HOU,20-Apr,2,50,50,50,0,0,8.5,0,10,8.5,3,0.3,2.5,10.5
IAH,IAD,20-Apr,64,89.06,87.5,95.31,0,0,4.39,3.3,14.22,5.47,0.19,0.63,0.33,1.48
IAH,IND,20-Apr,17,94.12,88.24,100,0,0,3.82,4.46,15.71,5.41,2.71,0.88,0.12,0.82
IAH,JFK,20-Apr,11,90.91,90.91,100,0,0,2.91,0.55,10.36,2.09,1.91,0.5,0,0
IAH,LAS,20-Apr,68,92.65,91.18,92.65,0,0,3.66,2.02,13.01,4.07,1.13,1.64,2.91,3.99
IAH,LAX,20-Apr,87,88.51,88.51,91.95,0,0,6.56,3.78,14.94,8.11,1.68,0.61,0.7,6.31
IAH,LGA,20-Apr,5,100,100,100,0,0,0,3,13.8,0,0.6,0.64,0,0
IAH,MCI,20-Apr,22,86.36,81.82,95.45,0,0,6.86,5.77,16.45,8.95,2.09,0.47,0.27,4.5
IAH,MCO,20-Apr,53,96.23,90.57,96.23,0,0,1.74,3.02,13.92,3.04,0.09,3.94,0.08,1.09
IAH,MDW,20-Apr,1,0,0,0,0,0,20,1,13,21,16,0,16,36
IAH,MEM,20-Apr,26,96.15,92.31,100,0,0,0.77,4.15,16.04,2.42,3.5,1.12,0.27,0.38
IAH,MIA,20-Apr,107,75.7,74.77,79.44,0,0,8.78,3.33,14.59,10.65,1.02,0.45,0.82,8.79
IAH,MKE,20-Apr,25,100,96,96,0,0,0.52,2.54,12.92,1.8,7.24,3.88,3.56,3.92
IAH,MSP,20-Apr,94,93.62,90.43,94.68,0,0,7.19,2.42,12.78,8.21,5.3,0.34,1,6.33
IAH,MSY,20-Apr,39,97.44,100,100,0,0,0.72,3.23,14.03,1.46,0.1,0.32,0.1,0.26
IAH,ORD,20-Apr,216,94.91,92.13,98.61,0,0,2.39,3.18,14.07,3.47,0.81,1.63,0.44,1.17
IAH,PBI,20-Apr,9,100,88.89,100,0,0,1.56,4.14,15.22,2.11,0,0.2,0,0
IAH,PDX,20-Apr,10,100,100,100,0,0,0,3.91,15,0.6,0.8,0.22,0.1,0
IAH,PHL,20-Apr,28,100,96.43,100,0,0,0,3.49,15.21,1.14,1.54,1.68,0.18,0
IAH,PHX,20-Apr,19,89.47,78.95,84.21,0,0,5.05,5.02,16.05,8,1.42,0.12,2.68,7.11
IAH,PIT,20-Apr,36,94.44,91.67,97.22,0,0,2.31,3.22,15.11,3.42,5.19,1.18,0,1.11
IAH,RDU,20-Apr,53,94.34,88.68,96.23,0,0,1.79,5.11,16.49,3.64,2.98,1.59,0.43,0.96
IAH,RFD,20-Apr,31,77.42,77.42,83.87,0,0,5.84,2.35,14.32,8.19,1.68,0,2.77,8.26
IAH,RSW,20-Apr,11,100,100,100,0,0,0,1.97,12.73,0.45,0.73,0,0.64,0
IAH,SAN,20-Apr,15,100,93.33,93.33,0,0,0,4.13,15,1.2,3.07,0.76,3.73,1.53
IAH,SAT,20-Apr,36,100,97.22,100,0,0,0.33,3.31,14.25,1.58,0.36,0.38,0.22,0.22
IAH,SDF,20-Apr,6,100,100,100,0,0,0,1.67,12.83,0,4.17,1.72,0,0
IAH,SEA,20-Apr,15,100,100,100,0,0,0,2.89,14.33,0,1,1.41,0,0
IAH,SFO,20-Apr,71,91.55,91.55,91.55,0,0,5.56,3.94,14.96,7.13,1.18,0.63,0.96,5.17
IAH,SLC,20-Apr,70,100,98.57,92.86,0,0,0.43,3.26,14.09,1.44,1.37,0.64,4.21,2.3
IAH,SMF,20-Apr,10,100,100,100,0,0,1.2,2.82,13.6,1.1,2,0.17,0.1,0.1
IAH,SNA,20-Apr,7,100,100,100,0,0,0.14,2.49,13.43,0.71,2.43,0.36,0.57,0
IAH,STL,20-Apr,11,100,100,100,0,0,0.18,4,14.82,0.55,0.45,1.65,0,0
IAH,TPA,20-Apr,65,92.31,86.15,90.77,0,0,3.34,3.03,14.49,5.11,0.25,0.62,0.58,3.86
IAH,TUS,20-Apr,29,96.55,96.55,96.55,0,0,1.14,1.56,11.79,1.52,4.97,0.93,2.48,1.52
